308.875	496.214	219.399	206.127	332	421.214	351.087	226.045	316	419.357	256.83	839.319	416.524	234.307	432.206
360.25	600.704	237.088	227.967	440	525.87	438.774	277.733	432.579	448.325	365.003	848.149	454.263	284.873	483.656
276	498.174	178.046	143.19	368.625	398.001	334.779	215.23	356.667	366.936	260.616	530.221	356.625	226.8	392.689
220.545	398.052	118.354	118.13	267.59	299.01	233.695	150.3	266.869	285.366	180.168	369.821	236.297	178.975	289.009
145.608	313.052	109.79	82.095	180.979	233.412	154.615	104.185	179.952	213.863	164.336	291.397	214.666	122.62	249.051
139.961	395.255	94.802	55.56	166.194	309.822	171.175	93.09	175.211	209.043	149.668	312.939	191.869	108.295	228.152
106.005	264.96	74.478	44.175	139.127	236.132	117.825	68.845	137.503	159.387	110.737	253.165	135.332	78.71	186.072
107.668	238.731	61.147	72.08	138.286	224.785	123.585	84.665	149.816	166.199	102.336	252.543	134.784	97.915	180.287
94.589	174.635	53.866	59.27	123.016	182.335	89.58	73.3	131.715	150.962	107.881	184.881	108.005	80.05	159.259
106.403	197.166	49.788	68.275	134.524	252.002	86.965	60.17	140.22	153.435	91.838	161.37	111.41	101.5	153.549
99.021	225.188	52.122	71.81	117.202	225.334	91.295	68.275	113.246	156.979	106.503	185.37	139.981	78.41	174.119
93.399	218.69	49.801	62.83	108.964	220.336	75.51	63.115	100.67	139.814	110.001	159.606	111.213	83.7	149.449
109.411	232.754	54.322	60.5	130.166	229.468	83.35	75.29	113.927	134.933	111.018	167.55	130.63	91.56	164.167
100.022	238.156	54.273	55.515	124.465	224.935	82.85	74.645	95.665	162.541	108.034	154.155	133.878	97.57	169.477
