date,Brazil,Bulgaria,Chile,China,Colombia,Croatia,Korea,Malaysia,Mexico,Philippines,Poland,Russia,SAfrica,Thailand,Turkey
2018-10-31,204.424,,52.868,71.616,128.363,,40.415,113.545,144.374,97.695,,147.39,237.5,42.735,389.441
2018-11-30,210.365,,56.629,69.262,141.168,,40.722,111.481,149.733,93.407,,166.393,230.181,42.547,384.78
2018-12-31,207.517,,62.708,66.847,157.089,,39.031,109.805,154.727,88.231,,153.129,222.939,43.998,361.565
2019-01-31,166.269,,46.413,53.835,124.73,,32.773,79.732,135.33,70.257,,130.715,176.113,40.717,304.23
2019-02-28,156.236,,45.401,49.594,107.156,,29.594,64.272,124.332,61.051,,129.11,176.098,45.621,305.465
2019-03-29,179.981,,45.396,49.805,110.922,,32.099,65.899,124.813,58.382,,134.419,202.83,42.586,434.684
2019-04-30,172.612,,38.524,40.978,96.932,,31.704,54.099,112.314,50.74,,124.744,187.766,36.128,451.723
2019-05-31,181.328,,50.93,58.17,116.849,,36.287,71.695,131.55,62.879,,130.708,201.875,37.386,487.677
2019-06-28,150.196,,38.392,43.52,91.892,,33.031,54.815,111.825,48.984,,113.415,168.166,35.719,397.625
2019-07-31,127.022,,35.209,40.353,85.948,,29.039,47.954,117.285,45.19,,98.726,174.227,32.588,361.438
2019-08-30,135.55,,36.003,46.183,94.311,,32.887,51.204,113.401,48.208,,98.199,179.69,32.768,429.867
2019-09-30,136.536,,36.129,47.703,93.696,,28.981,51.982,115.925,48.077,,85.944,193.426,30.338,357.975
2019-10-31,120.43,,42.898,39.877,80.731,,29.111,42.985,91.73,39.836,,75.714,189.145,28.107,339.379
2019-11-29,124.731,,56.464,38.556,90.119,,27.235,41.34,91.861,40.152,,69.043,187.573,27.732,319.545
2019-12-31,99.45,,42.347,31.205,72.225,,24.177,34.758,78.8,33.54,,55.133,163.332,25.303,282.13
2020-01-31,102.652,,51.465,42.003,80.351,,26.741,41.792,81.762,41.524,,64.09,186.075,25.034,240.562
2020-02-28,131.975,,65.295,51.213,103.34,,34.431,59.049,104.149,54.88,,64.599,178.587,38.394,299.601
2020-03-31,275.949,,130.18,51.638,233.601,,36.602,115.224,240.855,104.411,,202.447,418.586,65.069,468.921
2020-04-30,308.183,,105.532,45.171,243.008,,33.469,105.911,255.58,80.481,,179.346,423.509,59.866,592.288
2020-05-29,283.934,,92.773,56.928,172.793,,28.713,89.576,177.568,74.954,,179.346,347.962,48.86,592.288
2020-06-30,255.59,,86.561,,160.184,,27.935,72.855,158.074,65.583,,110.843,306.906,44.208,490.809
2020-07-31,217.806,,70.446,,128.867,,23.481,58.024,143.447,55.653,,104.6,312.061,41.524,568.736
2020-08-31,214.937,,59.728,,116.324,,21.948,45.646,117.382,44.806,,100.538,312.061,39.748,568.736
2020-09-30,249.487,,68.544,,151.729,,26.746,55.224,151.68,55.95,,100.538,312.061,47.771,568.736
2020-10-30,218.416,,57.02,,125.267,,26.128,47.191,128.202,47.07,,100.538,312.061,47.062,568.736
2020-11-30,166.114,,49.305,,88.774,,21.485,36.493,87.65,35.966,,100.538,312.061,38.6,568.736
2020-12-31,142.852,,44.802,,88.657,,21.912,37.523,81.494,35.554,,100.538,312.061,36.797,568.736
2021-01-29,173.963,,54.1,,112.895,,24.373,42.77,95.456,41.843,,100.538,312.061,40.292,568.736
2021-02-26,190.872,,54.107,,121.285,,23.533,40.986,107.132,40.836,,100.538,312.061,39.411,568.736
2021-03-31,225.454,,59.041,,134.665,,22.476,44.814,113.907,44.933,,100.538,312.061,,568.736
2021-04-30,192.057,,52.463,,125.239,,19.665,45.746,94.353,46.326,,100.538,312.061,,568.736
2021-05-31,171.768,,67.856,,141.821,,18.647,45.817,93.885,46.224,,100.538,312.061,,568.736
2021-06-30,164.771,,58.325,,136.091,,18.044,43.494,93.2,43.562,,100.538,312.061,,568.736
2021-07-30,164.771,,69.644,,147.255,,,51.5,93.2,50.953,,100.538,312.061,,568.736
